Area Code (M49),Area,Item,Element,Unit,Year,value,Sub-region Name,Food loss percentage,Efficiency Group,Efficiency_Ratio
222,El Salvador,Insecticides – Carbamates,Agricultural Use,t,2016,50.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.5694760820045558
222,El Salvador,Insecticides – Pyrethroids,Agricultural Use,t,2016,20.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.22779043280182232
222,El Salvador,Herbicides,Agricultural Use,t,2016,61.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.6947608200455581
222,El Salvador,Herbicides – Carbamates,Agricultural Use,t,2016,25.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.2847380410022779
222,El Salvador,Fungicides and Bactericides,Agricultural Use,t,2016,61.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.6947608200455581
222,El Salvador,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2016,58.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.6605922551252847
222,El Salvador,Fung & Bact – Benzimidazoles,Agricultural Use,t,2016,3.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.03416856492027335
222,El Salvador,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2016,1.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.011389521640091117
222,El Salvador,Rodenticides,Agricultural Use,t,2016,6.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.0683371298405467
238,Falkland Islands (Malvinas),Pesticides (total),Use per capita,kg/cap,2016,0.09,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.0010250569476082006
304,Greenland,Pesticides (total),Agricultural Use,t,2016,7.0,northern america,13.3,"Vulnerable (Low pesticide, High loss)",0.08073817762399077
304,Greenland,Pesticides (total),Use per capita,kg/cap,2016,0.12,northern america,13.3,"Vulnerable (Low pesticide, High loss)",0.001384083044982699
304,Greenland,Insecticides,Agricultural Use,t,2016,1.0,northern america,13.3,"Vulnerable (Low pesticide, High loss)",0.011534025374855825
304,Greenland,Herbicides,Agricultural Use,t,2016,4.0,northern america,13.3,"Vulnerable (Low pesticide, High loss)",0.0461361014994233
304,Greenland,Fungicides and Bactericides,Agricultural Use,t,2016,1.0,northern america,13.3,"Vulnerable (Low pesticide, High loss)",0.011534025374855825
308,Grenada,Pesticides (total),Agricultural Use,t,2016,115.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",1.3097949886104785
308,Grenada,Pesticides (total),Use per area of cropland,kg/ha,2016,16.38,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.18656036446469249
308,Grenada,Pesticides (total),Use per capita,kg/cap,2016,1.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.011389521640091117
308,Grenada,Pesticides (total),Use per value of agricultural production,g/Int$,2016,3.48,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.03963553530751709
308,Grenada,Insecticides,Agricultural Use,t,2016,16.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.18223234624145787
308,Grenada,Herbicides,Agricultural Use,t,2016,74.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",0.8428246013667426
308,Grenada,Fungicides and Bactericides,Agricultural Use,t,2016,16.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.18223234624145787
308,Grenada,Other Pesticides nes,Agricultural Use,t,2016,8.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.09111617312072894
320,Guatemala,Pesticides (total),Agricultural Use,t,2016,11444.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",130.34168564920273
320,Guatemala,Pesticides (total),Use per area of cropland,kg/ha,2016,4.29,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.04886104783599089
320,Guatemala,Pesticides (total),Use per capita,kg/cap,2016,0.7,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.00797266514806378
320,Guatemala,Pesticides (total),Use per value of agricultural production,g/Int$,2016,1.31,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.014920273348519364
320,Guatemala,Insecticides,Agricultural Use,t,2016,551.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",6.2756264236902055
320,Guatemala,Herbicides,Agricultural Use,t,2016,6380.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",72.66514806378132
320,Guatemala,Fungicides and Bactericides,Agricultural Use,t,2016,3052.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",34.760820045558084
320,Guatemala,Plant Growth Regulators,Agricultural Use,t,2016,51.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.5808656036446469
320,Guatemala,Rodenticides,Agricultural Use,t,2016,4.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.04555808656036447
320,Guatemala,Other Pesticides nes,Agricultural Use,t,2016,1407.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",16.0250569476082
328,Guyana,Pesticides (total),Agricultural Use,t,2016,328.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",3.7357630979498864
328,Guyana,Pesticides (total),Use per area of cropland,kg/ha,2016,2.63,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.029954441913439635
328,Guyana,Pesticides (total),Use per capita,kg/cap,2016,0.43,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.00489749430523918
328,Guyana,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.45,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.005125284738041002
328,Guyana,Insecticides,Agricultural Use,t,2016,64.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.7289293849658315
328,Guyana,Herbicides,Agricultural Use,t,2016,228.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",2.5968109339407746
328,Guyana,Fungicides and Bactericides,Agricultural Use,t,2016,33.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.37585421412300685
328,Guyana,Other Pesticides nes,Agricultural Use,t,2016,3.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.03416856492027335
332,Haiti,Pesticides (total),Agricultural Use,t,2016,465.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",5.296127562642369
332,Haiti,Pesticides (total),Use per area of cropland,kg/ha,2016,0.29,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.0033029612756264237
332,Haiti,Pesticides (total),Use per capita,kg/cap,2016,0.04,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.00045558086560364467
332,Haiti,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.23,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.002619589977220957
332,Haiti,Insecticides,Agricultural Use,t,2016,194.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",2.2095671981776768
332,Haiti,Herbicides,Agricultural Use,t,2016,7.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.07972665148063782
332,Haiti,Fungicides and Bactericides,Agricultural Use,t,2016,167.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",1.9020501138952164
332,Haiti,Rodenticides,Agricultural Use,t,2016,98.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",1.1161731207289294
340,Honduras,Pesticides (total),Agricultural Use,t,2016,7529.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",85.75170842824602
340,Honduras,Pesticides (total),Use per area of cropland,kg/ha,2016,4.83,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.05501138952164009
340,Honduras,Pesticides (total),Use per capita,kg/cap,2016,0.8,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.009111617312072894
340,Honduras,Pesticides (total),Use per value of agricultural production,g/Int$,2016,2.33,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.026537585421412303
340,Honduras,Insecticides,Agricultural Use,t,2016,106.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",1.2072892938496584
340,Honduras,Herbicides,Agricultural Use,t,2016,5022.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",57.19817767653759
340,Honduras,Fungicides and Bactericides,Agricultural Use,t,2016,811.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",9.236902050113896
340,Honduras,Plant Growth Regulators,Agricultural Use,t,2016,834.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",9.498861047835991
340,Honduras,Other Pesticides nes,Agricultural Use,t,2016,755.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",8.599088838268793
388,Jamaica,Pesticides (total),Agricultural Use,t,2016,1409.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",16.047835990888384
388,Jamaica,Pesticides (total),Use per area of cropland,kg/ha,2016,7.5,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.08542141230068337
388,Jamaica,Pesticides (total),Use per capita,kg/cap,2016,0.5,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.0056947608200455585
388,Jamaica,Pesticides (total),Use per value of agricultural production,g/Int$,2016,1.7,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.0193621867881549
388,Jamaica,Insecticides,Agricultural Use,t,2016,463.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",5.2733485193621865
388,Jamaica,Herbicides,Agricultural Use,t,2016,503.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",5.728929384965832
388,Jamaica,Fungicides and Bactericides,Agricultural Use,t,2016,402.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",4.578587699316629
388,Jamaica,Plant Growth Regulators,Agricultural Use,t,2016,7.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.07972665148063782
388,Jamaica,Rodenticides,Agricultural Use,t,2016,34.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.38724373576309795
484,Mexico,Pesticides (total),Agricultural Use,t,2016,47421.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",540.1025056947608
484,Mexico,Pesticides (total),Use per area of cropland,kg/ha,2016,1.95,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.022209567198177675
484,Mexico,Pesticides (total),Use per capita,kg/cap,2016,0.39,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.004441913439635536
484,Mexico,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.8,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.009111617312072894
484,Mexico,Insecticides,Agricultural Use,t,2016,8001.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",91.12756264236903
484,Mexico,Herbicides,Agricultural Use,t,2016,10220.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",116.40091116173122
484,Mexico,Fungicides and Bactericides,Agricultural Use,t,2016,29200.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",332.5740318906606
500,Montserrat,Pesticides (total),Agricultural Use,t,2016,18.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.2050113895216401
500,Montserrat,Pesticides (total),Use per area of cropland,kg/ha,2016,9.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.10250569476082005
500,Montserrat,Pesticides (total),Use per capita,kg/cap,2016,3.88,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.04419134396355353
500,Montserrat,Insecticides,Agricultural Use,t,2016,3.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.03416856492027335
500,Montserrat,Herbicides,Agricultural Use,t,2016,12.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.1366742596810934
500,Montserrat,Fungicides and Bactericides,Agricultural Use,t,2016,3.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.03416856492027335
500,Montserrat,Other Pesticides nes,Agricultural Use,t,2016,1.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.011389521640091117
558,Nicaragua,Pesticides (total),Agricultural Use,t,2016,7682.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",87.49430523917995
558,Nicaragua,Pesticides (total),Use per area of cropland,kg/ha,2016,4.27,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.048633257403189065
558,Nicaragua,Pesticides (total),Use per capita,kg/cap,2016,1.23,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.014009111617312072
558,Nicaragua,Pesticides (total),Use per value of agricultural production,g/Int$,2016,2.76,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.03143507972665148
558,Nicaragua,Insecticides,Agricultural Use,t,2016,799.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",9.100227790432802
558,Nicaragua,Herbicides,Agricultural Use,t,2016,5327.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",60.67198177676538
558,Nicaragua,Fungicides and Bactericides,Agricultural Use,t,2016,1552.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",17.676537585421414
558,Nicaragua,Plant Growth Regulators,Agricultural Use,t,2016,5.0,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.05694760820045558
591,Panama,Pesticides (total),Agricultural Use,t,2016,2422.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",27.585421412300683
591,Panama,Pesticides (total),Use per area of cropland,kg/ha,2016,3.44,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.03917995444191344
591,Panama,Pesticides (total),Use per capita,kg/cap,2016,0.6,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.00683371298405467
591,Panama,Pesticides (total),Use per value of agricultural production,g/Int$,2016,1.6,latin america and the caribbean,12.2,"Vulnerable (Low pesticide, High loss)",0.01822323462414579
591,Panama,Insecticides,Agricultural Use,t,2016,166.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",1.8906605922551254
591,Panama,Herbicides,Agricultural Use,t,2016,1713.0,latin america and the caribbean,12.2,"Over-spenders (High pesticide, High loss)",19.51025056947608
